Dimension 1,Dimension 2,Dimension 3,Dimension 4,Dimension 5,Dimension 6,Dimension 7,Dimension 8,Dimension 9,Dimension 10,Dimension 11,Dimension 12
0.212873927,0.652923225,?,0.090322238,0.423216337,0.146879509,0.295673022,0.245744615,0.467984941,0.394391598,0.271039846,0.810221173
0.791009864,0.193172028,0.348471368,0.156074178,?,0.71011454,0.276686841,?,0.336138412,0.136310471,0.320178923,0.814603133
0.489297873,0.198160389,0.587432505,?,0.515935845,0.421776942,0.196119459,0.21892676,0.751701489,?,0.109293318,0.814779766
0.226784104,0.851967395,0.111978825,0.044855635,0.92545397,0.585356904,0.758270725,0.257718739,0.525520342,?,0.88174176,0.815223261
?,?,0.314421618,?,0.792440269,0.421384306,?,0.708986402,0.293996822,0.847321295,0.153767228,0.816471873
0.630380235,?,0.409334757,0.465701128,?,0.108246445,0.729481889,0.906272189,0.956498847,0.092223289,?,0.819741472
0.702569286,0.76822101,0.789822828,0.867773855,0.512122201,0.996961217,0.500764448,0.265133857,0.070760616,0.062767563,0.288361027,0.820335696
0.041684198,0.095211777,?,0.53586181,0.108555586,?,0.410490032,0.041864577,0.954765754,0.551983946,?,0.822624789
?,0.222133431,0.697168307,0.038178913,0.641644757,0.530238267,0.364652037,0.576712139,0.553977176,0.386656725,0.387212557,0.825194331
0.497654098,?,0.025619538,?,0.62125403,0.825492879,0.26271174,0.144770299,?,0.323783863,0.000467469,0.827420481
0.294642569,0.178815808,0.311120274,0.357938269,0.624170558,0.231123153,0.180516371,0.094504309,0.215240065,?,0.487763173,0.827789483
0.541853186,0.665943607,0.477123495,0.253238776,0.140357126,0.831294835,0.706044419,0.264203855,0.355489494,0.89389656,0.035646021,0.828526994
0.280936825,0.987928805,0.089931653,0.260421473,0.876131679,?,0.430143877,0.990520463,0.353645945,0.069099438,0.100757669,0.82937541
?,0.562755393,0.346882507,0.564833944,?,0.585183506,0.922675066,?,0.311163561,0.005522891,0.511961245,0.829666028
0.134182911,0.390140731,?,0.159766654,0.756691441,0.533899378,?,0.583039631,0.391019272,0.886950012,0.531034487,0.831557415
0.301776895,0.403746303,0.25985703,0.645811948,0.547682585,0.419523844,0.427762446,0.838727067,0.444915283,0.033907796,?,0.832189881
0.474008771,?,?,0.007844364,0.395858218,0.438791029,?,0.055458779,0.431831092,0.653650587,0.56062493,0.83291124
?,0.783514202,?,0.42237746,0.702867293,0.72805847,0.411496629,0.969694814,?,0.557147158,?,0.833365771
0.075329139,0.412248059,?,0.808888179,0.87231391,0.225539552,0.100570967,0.774510388,0.741340611,0.479862398,?,0.833528041
0.150873933,?,?,0.16236382,0.849953396,0.929628857,0.691787755,0.070404537,0.168318519,0.720892845,0.203481291,0.83557096
0.016560943,0.671830628,?,0.055245348,0.937346657,0.147620368,0.16631005,0.427671338,0.651979487,0.19920279,0.209411159,0.836423883
0.33839235,0.08438623,?,0.436314228,0.720882387,0.433460614,0.122816598,?,?,0.744366031,0.918729138,0.836751155
0.424768833,0.25090563,?,0.989917418,0.764470516,0.836899976,0.761684629,0.482838906,0.581917315,?,?,0.837944303
0.8805801,?,0.079367239,?,0.652825962,0.240578567,0.703879919,0.120976272,0.743321993,0.428963151,0.394732783,0.839754876
0.481208715,?,?,0.26035924,0.315393801,?,?,?,?,0.648370012,0.602666951,0.844288902
0.023311547,0.363650764,0.678263469,0.751419033,0.241520266,0.26074824,0.994991412,0.915362435,0.071433245,0.985824672,0.949255702,0.844753847
0.219951012,0.975722185,0.931780924,0.52064155,0.197598337,0.387106308,?,?,0.096086858,0.277386891,0.361826404,0.845094609
0.755639094,?,0.451998496,0.842726975,0.746964705,0.741787153,0.451170733,0.376411853,0.046686381,?,0.459558479,0.84590453
?,0.077504526,0.986483832,0.099605036,?,0.838287267,0.000338136,?,0.541344645,0.236120893,?,0.845908503
0.850463849,0.558990038,0.203739176,0.587820512,?,0.719176752,0.54599089,0.061989748,?,0.813008867,0.859309447,0.846866316
0.57414353,0.095486404,0.986983708,0.861085602,?,0.148134445,0.940542879,?,0.880615084,?,?,0.849594703
0.715712681,0.848466174,0.66625258,0.616597991,0.028979627,0.785168848,0.975071467,0.324727694,0.88310949,0.473370345,0.45055003,0.850035494
?,0.215722472,?,0.460838196,0.853979157,0.565471903,?,0.251889727,0.873351229,0.508613331,0.874633468,0.850425811
0.9690812,0.088089184,?,0.436112975,0.712122952,0.814829392,0.929477507,?,?,?,0.487189174,0.851143931
?,0.07698895,0.782893409,0.505189652,?,?,0.168684305,0.245874655,0.422856455,0.60094541,0.069160065,0.851459803
0.303517691,0.995924117,0.05448776,0.37852018,0.170001553,0.536553842,0.567312874,0.759849219,?,0.691776547,0.227499943,0.852471988
0.661192561,0.260945479,?,0.473333398,0.411090435,?,?,?,0.910092622,0.950347018,0.784021649,0.854962085
0.810275163,0.295580589,0.293410637,0.323763165,0.864402338,0.707553906,0.724755957,?,0.782477782,0.600351328,?,0.854967116
?,0.149756486,0.770717733,0.27557423,0.935106427,0.924072859,0.561095091,0.792734137,0.209906822,0.413924018,0.56805057,0.855494454
?,0.691571503,0.080381687,0.268428153,?,0.711849355,0.100298139,0.497069387,0.788687212,?,?,0.857756673
0.109657239,0.046835252,0.582883124,0.71604703,0.315091556,0.869045431,0.553463712,0.391429094,0.049470877,0.021372648,0.707549799,0.860019794
?,0.525766697,?,0.13671753,0.791320926,0.221045663,?,0.461625174,?,0.247420234,0.904512424,0.861265684
0.51605786,?,0.685371742,0.754923337,0.862404017,0.602347313,?,0.096463325,0.255117648,0.74519816,0.262528685,0.862426096
0.675898974,?,0.511621464,?,0.566829869,?,0.073568147,0.556918216,0.395123394,0.926131761,?,0.86349312
0.317609009,0.465174208,0.366980794,?,0.345540924,0.656877592,0.919172732,0.222306302,0.471451161,0.117778663,0.71877997,0.864239113
0.640097237,0.494638052,0.143641007,?,0.720106397,?,0.803839958,?,0.945733004,0.399156316,0.914036818,0.864709612
0.028957078,0.589111875,?,0.356385553,0.284000241,?,0.41473871,0.195072307,0.93675135,0.417903519,0.68719379,0.867682281
0.734335996,0.192009616,0.840766988,0.580517653,0.357689285,0.616411248,0.730271834,0.841536251,0.604541099,0.435827303,?,0.868662518
0.318828175,0.823710356,0.533383553,0.746061377,0.81941945,0.155522018,0.095263272,?,?,0.989805512,?,0.870480234
?,0.624415659,?,0.929290962,0.909794531,0.691361182,0.363269891,0.097869537,?,0.781373564,0.401873879,0.873302034
0.675844366,0.133794826,?,0.317917903,0.997326228,0.455228069,?,0.867082933,0.457165308,0.854256767,0.663244389,0.875291682
?,0.982056139,?,0.68947725,?,0.574673942,?,0.014102171,0.112039911,0.267430521,0.142001179,0.877213629
0.294055498,?,0.08731622,?,0.821447315,?,0.039841212,?,0.864913458,0.949797512,0.165607653,0.878255027
0.229484314,0.771978604,0.10642952,0.173063453,0.003415725,0.903804144,0.766632985,?,0.157106753,0.778883042,0.021129942,0.879489449
0.347937989,0.769935309,?,?,0.534047762,0.087799538,0.647626011,0.505475926,?,0.711066613,0.216418887,0.879930244
?,0.723726064,?,0.001049954,0.239318767,0.323256772,0.56589872,?,0.461555699,?,?,0.881735434
0.968324192,0.394353153,0.789295052,0.433107556,0.165706401,0.504353713,0.040352228,0.03450889,0.464225137,0.671213559,0.230632222,0.883432663
0.555547005,?,0.177783828,0.771150767,?,0.071149983,0.699412048,0.047942087,?,0.765772955,0.015156239,0.886339086
?,0.366031738,0.375162103,0.873751282,0.576230766,0.519419099,0.758224847,0.277688423,0.294893572,0.830492191,0.506408486,0.886494862
?,0.483066166,0.000484108,0.394672637,?,?,?,0.289555971,0.274386474,0.02418035,?,0.888179911
0.94837351,0.148962638,0.155978866,0.520286693,?,?,0.393757172,0.350967033,0.092576703,0.960839495,?,0.89028745
?,0.608939096,?,0.418585408,?,?,0.179026805,0.38813188,0.620444374,0.419513754,0.823002302,0.89072899
0.998396657,0.716560488,0.605865412,?,0.622452169,0.303966904,?,0.639258549,?,0.238263083,0.410893832,0.89074559
0.032005209,?,0.187509203,0.144479656,0.453597974,?,0.008262763,0.305757059,0.683063104,0.333859673,0.63362832,0.891004523
0.083206416,0.867770242,0.591026083,0.269042031,0.951450609,0.941179623,0.731257799,?,0.001502411,0.758535404,0.966607191,0.892030934
?,?,0.005325827,0.987100216,0.081562679,0.117971618,0.305936055,0.163054371,0.138174136,0.154778696,0.708221963,0.893335941
0.295276968,0.417282082,0.26282667,0.159714472,0.757099674,0.974485254,0.371732269,0.521615018,0.153133152,?,0.109215199,0.895434763
0.727885196,0.451073028,0.376018228,0.200877707,0.59978531,0.480326267,?,0.496756112,0.798457036,0.065647379,0.307238123,0.896228005
0.938442597,0.475949888,0.241894915,?,0.549994621,0.86494446,0.07580283,0.251480329,0.477870441,?,0.575128942,0.89663717
0.041423382,?,0.947631992,?,0.305545957,0.384890072,0.050598531,0.911994876,?,?,0.345609332,0.896653493
0.397799815,?,?,0.416818081,0.951859918,0.202064462,0.178921535,0.316910801,0.055693283,0.46715372,?,0.897074914
0.420325547,?,0.964997739,?,?,0.049125482,?,0.148397338,?,?,?,0.90057434
0.786941066,0.287528738,0.527481356,0.388628782,0.825529176,?,0.300695241,?,0.175296656,0.328681052,?,0.901361559
0.205922441,0.7757221,?,0.77351346,?,0.81726354,0.25830237,0.752485316,0.561366655,0.147729409,?,0.906425229
?,?,0.428709444,0.055415312,0.360265836,0.553954911,?,0.201798467,?,?,0.666010496,0.908265223
0.652915119,?,0.339358432,0.887560739,0.191286448,?,0.525226452,?,?,0.715222541,0.648406864,0.909414063
?,0.849347881,0.023899313,0.0589805,0.592149736,0.383178043,0.550720534,0.146596779,0.198954489,?,0.587567148,0.909806801
0.637638791,0.559519939,0.770860454,?,0.774769279,0.230737848,?,0.142984998,?,0.928167087,0.771127092,0.910082233
0.74646512,?,0.617980903,0.769476905,0.058374987,0.242804775,0.668236929,0.690265212,0.953546398,?,0.277691497,0.914481963
0.827357918,0.813726804,0.683634906,?,0.460046471,0.111269998,0.603293717,?,0.241110696,0.795394215,?,0.916211338
0.753596723,0.029702508,?,0.01075708,0.785864512,?,0.608670378,0.028448676,?,0.337479156,0.336205205,0.919592282
?,0.07195007,0.348765736,?,0.179698078,0.781253405,0.232464102,0.816570712,0.320261215,0.828295327,0.2236127,0.921889314
0.098749742,0.655693779,0.996311026,0.58990478,0.60831558,0.01164755,0.447867137,?,?,?,0.954799481,0.922102208
0.181060247,0.92555913,?,0.414065147,0.887206883,0.129094166,0.620856406,0.674258014,0.070473593,0.040310399,0.745082231,0.922754003
0.624573726,?,0.70906323,0.834546602,0.789049878,0.367946954,0.202578067,0.26624891,?,0.318813503,0.741511909,0.925582003
0.818065863,0.120443875,0.122460886,0.323225122,0.352320404,0.22628532,0.443738323,0.27858545,?,0.567400789,0.529142671,0.925635246
?,?,?,?,?,?,0.659488551,0.421608973,0.3380903,?,0.203065719,0.925822183
?,?,0.574976244,?,?,0.390016893,?,0.319823529,?,0.987174807,0.753508305,0.926878048
?,?,0.656676529,0.323612622,?,0.032787618,?,?,0.360205345,?,?,0.928220157
0.015918551,?,0.054283598,0.565131319,?,0.986074992,0.471944414,0.206225001,?,0.052963115,0.638293942,0.928375965
0.320135528,0.607377896,0.271571837,0.268746723,0.261271956,0.029283548,0.392414417,0.185674043,0.092750922,0.753435588,0.629937136,0.929944077
?,0.852422687,0.550595876,0.187535639,0.75152724,?,0.775239395,0.97496522,0.239773735,0.242113432,0.653543662,0.932160596
0.770839677,0.552631013,?,0.068122629,0.384660602,0.407585376,0.845979285,?,0.032486558,0.215948398,0.247198816,0.932436285
?,?,0.842628679,0.924648137,0.31812103,0.767132825,0.857061722,0.944774915,?,?,0.733681813,0.932449527
0.020187573,0.331264395,0.962266824,0.614413176,0.793320257,?,0.698074027,0.312996469,0.679151094,0.507785256,0.954974014,0.932903935
0.042749743,?,0.75440912,0.331503594,0.405268364,0.184823885,?,0.814098751,0.078258465,0.369420213,0.644556925,0.933719404
0.873017397,0.286551936,0.851536905,?,?,0.234018237,0.371167907,0.948233766,?,0.954269518,0.991551666,0.935713964
0.646558132,0.001520423,0.317065776,?,0.112262925,0.640635945,0.368023534,0.760129133,?,0.206022064,?,0.936257323
0.390912259,0.937260886,0.645839609,?,0.040793126,0.046093183,0.773795498,?,0.197101527,0.939438736,0.645601621,0.936538354
0.685413677,?,0.256767688,0.979972899,0.393670799,0.014064925,0.341273813,0.444463859,0.206498947,0.103873742,0.404816017,0.937677328
0.029578937,0.275319031,0.677109352,?,0.144813613,0.338702903,0.144959601,0.80877075,0.104461821,0.562660074,0.688629457,0.937806846
0.825693425,0.357497362,?,0.206519807,0.598383905,0.38657978,0.451349286,0.028702067,0.456965914,0.030207646,0.76524245,0.939353204
0.549582743,0.979321227,0.698062381,0.398685434,0.475033579,?,0.010317694,?,0.903761069,0.247306669,0.906405597,0.941267422
0.593207323,?,0.585327011,0.309110543,?,?,0.291017486,0.792255228,?,?,0.655500549,0.94188059
0.261378831,0.189908396,0.931228364,0.180475446,0.639688422,0.433387961,0.782357398,0.476531637,0.257663404,0.519868029,0.796943695,0.942295097
0.433741193,?,0.086758183,0.106242414,0.228335442,?,0.055281869,0.583163346,0.502518827,?,0.976984538,0.944042206
0.167898257,0.101584129,0.282760403,?,0.721283903,0.589963069,?,0.267748559,0.360498437,0.515554007,?,0.944257222
0.253926521,0.661201222,?,?,0.335266993,0.33488783,?,0.046453827,0.479014585,0.669340999,?,0.944653683
?,0.104086292,?,0.956063899,0.441331389,0.851873505,0.284501364,0.37035216,0.59007883,0.571499284,0.243579858,0.944865789
?,0.831048694,0.594804067,0.89356872,0.59039221,0.756043145,0.124633616,0.886758893,?,0.788102638,0.465005395,0.946217951
0.73149544,0.684360041,?,0.243401325,0.446788505,0.597210609,?,0.43934349,0.663875378,0.297871759,0.600625706,0.946245429
0.411943312,0.767001349,0.765751097,0.091124456,0.313052937,?,?,0.394159977,0.15462693,0.03494466,?,0.950162623
0.953063685,0.598342757,0.30106783,0.225761854,0.633536775,0.142304863,0.872868343,?,0.278904184,0.086865309,0.033622944,0.951009
0.897744623,0.150598197,0.157576607,0.060432049,0.795574148,0.705551816,0.596906165,0.396645253,0.236064784,0.327248262,0.970442305,0.951075518
0.887807688,0.384211032,0.541758328,0.528345493,?,0.531322102,?,0.832883946,0.98719561,0.914263481,0.414223708,0.957578744
0.495102051,0.222962241,0.106283909,0.747908949,0.978063973,?,0.603330861,0.52272326,0.125565077,0.582544632,0.361401967,0.958704837
?,0.018517239,?,?,0.83584115,0.124492156,0.353314896,0.096648987,0.526539777,?,?,0.959646021
0.025147896,0.297113212,?,0.801436715,0.947725402,?,0.208923829,0.154435323,0.465767227,0.811328558,?,0.962404664
0.973011191,0.102622613,0.142474031,0.599738448,0.940382891,?,0.934221758,0.356269706,0.028241439,?,0.171561476,0.963234079
0.445378409,0.628201181,?,0.191345888,0.15514198,?,?,0.863966732,0.950713527,?,0.957559324,0.963586492
0.608535158,0.53571784,0.250382074,0.224478011,0.306875578,0.760697852,?,0.172197666,0.83736201,0.238335352,0.806295584,0.964922103
0.188417961,?,0.589075898,0.540237403,0.207904383,0.948324065,0.336513556,0.643519165,0.507940933,0.614166274,0.514932488,0.967086626
0.484494805,0.222840045,0.141284895,0.810105737,?,0.860771282,0.353122459,0.344973854,0.879898127,0.653287379,0.620317333,0.967709914
0.206472652,?,0.529291754,?,?,0.110646401,0.57546372,0.171603316,?,0.791081915,0.585073385,0.969296804
0.406971154,0.498459527,0.339652317,0.172663655,?,?,0.991631742,0.071908152,0.327805673,0.349870719,?,0.971320329
0.512310645,0.30754529,0.55211161,0.991438664,0.41153844,0.013749815,0.513844875,0.278645658,0.456056051,0.992963692,0.38901997,0.97337465
0.878967989,0.758315429,0.604560911,?,?,0.986073336,?,?,0.839678421,0.624837517,0.138191752,0.977435963
?,?,0.72169413,0.381082683,0.50349335,?,0.246511551,0.873671142,?,0.210842621,0.547393954,0.979360601
?,0.841789092,0.064168756,0.587744018,0.298545542,0.915139692,0.628214356,0.722376776,0.730226426,0.168322851,0.307716352,0.979877179
?,0.655124814,0.835753756,?,?,0.750757896,?,0.048602046,0.129382315,0.559312895,?,0.98050911
0.137228219,0.223088092,0.843794642,0.656355725,0.993270136,0.702709456,?,0.978776073,0.940047751,0.555551483,0.859061538,0.981630128
?,?,0.205707885,?,?,0.833156897,?,0.610440478,0.423411025,0.532840353,0.514138509,0.981701385
0.724512858,0.254123041,0.640554855,0.04221894,0.557293333,0.326099589,0.14367494,?,0.045626684,?,0.952721249,0.984361491
0.170075832,?,?,0.843980332,0.941341674,0.384434378,0.82361532,0.634749908,0.65084821,?,0.16219752,0.985142484
0.068243611,0.348614573,0.10130774,0.654070666,0.595001646,0.184544534,0.597338818,0.698598074,?,0.69767207,0.079769126,0.985283994
0.981343082,0.863693739,0.156590508,0.076403186,?,0.85459485,0.70845033,0.755023631,0.239536884,0.60368974,0.977926325,0.986318023
?,0.706756958,0.008792042,0.772253309,?,0.558244126,0.110784867,0.501434588,0.498700838,?,0.352187352,0.989692604
?,0.801100263,0.532236943,0.523784493,0.11361375,?,0.48517217,0.746481867,0.054153134,0.712655658,0.4610357,0.990711168
0.133416426,0.363469487,0.46537717,0.076671081,0.453658071,0.51834945,?,0.171085464,0.088711446,?,0.854703057,0.991247165
?,?,0.36206796,0.892884972,0.060193723,0.521391294,?,0.080442901,?,?,?,0.991424856
0.257674888,0.675965395,0.73539013,0.310928542,?,0.831648984,0.430445575,0.460218786,0.911838829,0.814106278,0.28823246,0.994699483
?,?,0.231193246,0.026079891,?,0.290994824,?,0.743239744,0.417657685,0.738397752,0.662283991,0.995370139
0.901484808,?,?,0.83055056,?,0.157125976,?,0.454533101,0.273593768,0.128744192,0.450035718,0.997311814
0.030762802,0.605606441,0.875739716,0.099554711,0.45119098,?,0.812346285,0.75603368,0.582932492,?,0.492417808,?
0.211785869,0.800356181,0.212871477,0.681233807,0.9111112,0.728636883,?,0.533536587,0.757127721,0.89114841,0.8491001,?
0.093310103,?,?,0.434488323,0.423187485,0.52885205,?,0.946272166,0.35065047,0.30463592,0.672376917,?
0.76314795,?,0.674245905,0.969064214,0.370180943,0.37177359,?,0.056890989,0.414688479,0.087807546,0.445490901,?
0.257888055,0.903905752,0.677218916,0.759497589,0.742573443,0.953187418,0.904035386,0.893678404,0.880706665,0.814985448,0.42667991,?
0.843862651,0.020624817,0.760013823,?,0.167028736,0.430514165,?,?,?,0.957763767,0.503479827,?
?,0.027620586,?,0.227512094,0.944416177,0.939418892,0.784448339,0.149007003,0.81967319,0.524682707,0.164689166,?
0.323973867,0.272766211,?,0.01422515,0.985192689,0.164925027,0.835519184,0.535618454,?,0.089271684,0.719405576,?
0.262392276,0.096062135,0.327485566,0.241839508,0.841054105,0.24270102,0.774819309,0.121252127,?,0.573519579,0.86469736,?
0.942018266,?,0.269567235,0.678928893,0.109973646,0.022522536,0.152322245,0.524042609,0.142686015,0.039563936,0.969468188,?
0.032666209,0.541393388,?,0.092196397,?,0.433934902,0.591916852,?,0.113327076,0.80131137,0.862866128,?
0.976554803,0.67630194,0.155518227,?,0.65528699,0.868851818,0.374572859,0.78384515,?,0.063248874,0.970456367,?
0.345564511,0.12542099,0.37600525,0.92858114,0.969375068,0.484898931,0.322176097,0.382297155,?,0.193012366,0.435074247,?
?,0.142393566,?,0.27908166,0.717098771,0.238135736,0.089572727,0.392213364,0.638284903,0.040548712,0.357285476,?
?,?,0.254892417,?,0.505481282,?,0.247218037,0.442898645,0.545748184,0.511337308,0.620720279,?
0.07149519,0.493776329,?,0.829974836,0.917989192,0.663257725,0.40850865,?,0.412032354,?,0.049148274,?
0.202187319,?,0.571271284,0.669915615,0.003481295,0.171416314,0.944415946,0.591961346,0.393250246,0.824344637,0.642290293,?
0.524119759,0.574584492,0.191768107,?,?,0.990775082,?,0.533385936,0.903913733,0.106149044,0.320297351,?
0.683412944,?,?,0.097720958,?,0.546054231,0.951766859,?,0.408173364,0.371419187,0.486881479,?
0.578065616,0.832989163,0.452289568,?,0.904145224,0.568835438,0.832317058,0.250233931,0.949089446,0.984148779,0.809099061,?
?,0.338730126,0.870920588,0.177576312,0.1907908,0.072582937,0.349330505,?,?,0.755970707,0.845924389,?
?,0.992929583,?,0.206862723,?,0.390334508,0.35597454,0.449446321,0.288419986,?,0.493558174,?
0.132137445,0.123080778,0.774828288,0.33716908,0.313039512,0.09455174,0.062772808,?,0.374931869,0.533004448,0.071247472,?
0.324175428,?,0.933634105,0.830083932,0.275154757,0.927070002,0.83283697,?,?,0.300881585,0.615543903,?
0.019843182,0.408324142,0.129803929,0.132239266,0.357115691,0.321562429,0.037375423,0.447059848,0.894108471,0.479883031,?,?
?,0.551537972,0.528469149,0.272255896,0.973905331,0.392700845,?,0.4505282,0.111335185,0.029538739,?,?
0.487493823,0.719299031,0.139812373,?,0.708780466,0.087600801,0.732338516,0.495413347,0.865379229,?,0.962351659,?
0.21601658,0.127126282,0.220275229,?,0.345911704,?,0.510625251,?,0.743510587,?,0.454094413,?
0.953166404,0.417824849,0.907090017,0.000138232,0.674952475,?,?,0.877706129,0.635667163,0.750742164,0.355121608,?
?,0.477725483,0.853569606,0.266176872,0.438088543,0.896883426,?,0.911983746,?,?,0.540108749,?
0.691141012,0.764520614,0.778159698,0.555367507,0.860224625,0.565775331,0.641287151,?,0.585762991,0.984436107,0.954301893,?
?,0.354415912,0.049543789,0.744216386,0.222745736,0.293019244,0.923093748,0.170413868,0.111765795,0.159994396,0.624586497,?
0.541059011,0.10088204,0.63053952,0.655577717,0.662553539,0.375911065,?,0.200545684,0.692804802,0.294213917,0.822962776,?
0.081743463,0.636001525,0.598223326,0.504031615,0.494329119,?,0.061722987,0.106944602,0.378708828,0.204539327,0.54555114,?
?,?,?,0.841329037,0.9309076,0.661641612,0.873470034,0.263111397,?,?,0.168412766,?
0.976294203,0.178775988,?,0.03333691,?,0.01222529,0.29827207,0.174982857,0.369367446,0.097877841,0.536918656,?
0.547610588,0.790283714,0.957489028,0.82519835,0.04733109,0.091534222,0.607753084,0.914620035,0.17586275,0.399032996,0.598747401,?
0.9974142,?,?,0.489046473,0.025668384,0.639547459,0.050046014,0.588797826,0.95365902,0.045762123,0.163312751,?
0.643201348,0.632195438,0.943117209,0.672072743,0.289335824,0.503484125,0.555806419,0.607391128,0.476459695,0.898672347,0.03928348,?
0.181519064,0.526184626,?,0.174550773,0.842244187,0.124833681,0.160778708,0.669205146,0.402785933,0.289858394,0.120966347,?
?,0.395730422,?,?,0.920281472,0.464950482,0.172059907,0.341992078,0.171689498,0.718093923,0.927730089,?
0.709361729,0.198239803,0.310202978,0.131945234,0.119801831,0.499132731,0.117500084,?,0.438777385,0.156275385,0.392603417,?
?,0.323020793,0.624670728,0.757186554,0.469954257,0.996894038,?,0.452883987,0.069175746,0.838785839,?,?
0.221840476,0.896060334,0.653968635,0.523394516,0.354295718,0.208467938,0.199022003,0.185768984,?,0.061371758,0.472140787,?
0.659906471,?,0.211736776,0.864182847,0.880855245,?,0.282190835,0.258238942,0.296431551,0.217517026,?,?
0.183329068,0.478255946,0.298468421,0.066151988,0.432946334,0.853290691,0.797337175,0.122049771,0.149607106,0.090954972,0.697859507,?
0.838749894,0.960541479,0.798180346,0.663035065,0.673433957,0.259599447,0.879502149,0.353965367,0.901258899,0.693465835,0.407151423,?
0.714871422,0.033285154,0.475613988,0.119730715,0.531994867,0.757932877,?,?,0.481896378,?,0.208270897,?
0.775790508,?,?,0.329650694,0.231487684,0.343188385,0.253960247,0.167659915,0.733037609,0.689684893,0.581776464,?
0.560006239,0.627541148,0.589040398,0.360163278,0.630510324,0.235074961,0.074284313,0.354540775,?,0.060042773,0.114315605,?
0.975188953,?,0.739848135,0.070176967,0.281260259,?,?,0.802668511,0.877220861,0.867329829,0.116491336,?
?,0.10744424,0.035025083,0.469993583,0.647049166,0.459738199,0.986915227,0.439148714,0.803968967,0.005961546,0.877292227,?
0.083067378,0.873983231,0.699308956,0.021285595,0.344421302,0.38769051,0.390479353,0.523150543,0.524333086,0.567258977,0.780660941,?
0.478907439,0.742479926,0.815987335,0.689648362,0.835363787,?,0.848503095,0.151218482,0.627508309,?,0.083070437,?
0.24289013,0.613771841,0.759108108,?,0.831583772,0.301853976,0.295275172,0.672769953,0.915507741,?,0.257991182,?
0.286433044,?,0.970884817,0.032916456,0.993026095,?,?,0.947430817,0.287488917,0.787623155,0.773780087,?
0.273594528,0.159586252,?,?,?,0.310946898,0.043011177,?,0.559281051,0.219259962,0.3465577,?
0.778663367,0.52171513,?,?,0.585729955,?,0.004766809,0.930576325,0.757009033,0.579447257,?,?
0.722804461,?,0.039090107,0.535903936,0.703565978,?,?,?,0.273147502,0.418123907,?,?
0.847039686,0.521975571,0.466805241,0.111654761,0.596329738,0.138842923,?,0.034962775,?,?,0.378302666,?
0.67984368,0.385894681,0.930625891,0.472307451,0.832485348,0.352418717,0.554066668,0.797510883,0.002743616,?,?,?
0.778928688,?,0.171958199,0.468347181,0.679310644,0.006958289,0.343507797,0.209555455,0.131600491,0.823357106,0.49118841,?
?,0.096314984,0.310073301,0.124792964,0.833511839,?,0.249652565,0.982698426,0.891527535,?,0.995904263,?
0.488161347,0.723273699,0.709204774,0.875903918,0.743424279,?,0.201762877,0.752545282,0.006750194,0.220312517,0.452268509,?
0.620408483,0.213785406,0.535553195,?,?,0.382702341,0.03488878,0.45196682,0.454301688,?,?,?
0.293555623,?,0.812595539,0.712190373,0.189098118,0.422005668,0.568884641,0.713247159,0.115006555,0.980855368,?,?
0.468178731,?,0.165954138,0.499645186,0.434875978,0.595700944,0.805650131,0.202678593,?,0.447378686,?,?
0.528584521,0.730778101,?,0.442099817,0.256394092,0.777643169,0.061961897,0.69676761,0.437636985,?,0.126399376,?
0.094774564,0.650552039,0.924263389,?,?,0.328114763,0.007976994,0.445504419,?,?,0.27976833,?
?,0.041164459,0.460209023,0.698005123,?,0.220214568,0.820577348,0.667414287,?,?,0.863226741,?
0.392142602,0.903929755,0.764026416,?,0.998364907,0.473770947,0.484128751,0.471824488,?,0.734083921,0.531148979,?
0.023135862,0.609727166,0.648651152,?,0.399994489,?,0.562976317,0.288985616,?,0.73266912,0.575146542,?
0.024088922,?,0.004865505,?,0.69391867,0.253648935,?,0.879185519,0.360601005,0.922189318,0.101177742,?
?,?,0.69817384,0.897726893,?,0.011180709,0.852321129,0.08759532,0.619199222,?,?,?
?,0.227000724,0.945829965,0.255620285,0.157171521,0.854151421,?,?,?,0.742293063,0.369580908,?
0.042349877,0.056154995,?,0.055420809,?,?,0.828207921,?,0.639321306,0.587232763,?,?
0.27539211,0.638128169,0.002548222,0.200925564,0.180048136,0.359087019,?,0.166567908,?,?,0.045613421,?
0.665595437,0.255615554,?,0.979070996,0.995965718,0.301317951,0.233216512,0.881880895,0.773529979,0.943243055,0.010155158,?
0.643171494,?,0.71406167,0.718622457,?,0.615413739,0.205207108,0.787154865,0.528079592,0.477985431,0.347486074,?
0.336371794,0.650355043,0.337791383,0.541609958,0.587953793,0.413751552,0.993467842,?,0.498924017,0.323891825,0.671399142,?
0.535074643,0.342649383,0.406731507,0.764953913,0.929066801,0.425942131,0.357990256,0.71758012,0.866882556,0.216763429,0.41473706,?
0.443754436,0.824509592,0.142340878,0.619457463,0.185435072,?,0.959066607,0.983918021,?,0.604950467,0.653770703,?
0.851504681,0.777828115,0.928605294,0.145111416,0.179657435,0.025328608,0.665324635,0.951158759,0.101286826,0.357410183,0.472741697,?
0.72720815,0.044409732,?,0.840701765,0.981663731,0.505877007,0.776482947,0.19634573,?,0.910100026,0.255162415,?
0.143359798,0.450577057,0.444586284,0.902441924,0.359368314,?,0.540237668,0.614867851,?,0.148471673,0.377645335,?
